,movie_title,nominee,category,year_released,year_awarded,win
1935,Deliverance,James Dickey,Best Screenplay - Motion Picture,1972,1973,False
1936,Frenzy,Anthony Shaffer,Best Screenplay - Motion Picture,1972,1973,False
1937,"Heartbreak Kid, The",Neil Simon,Best Screenplay - Motion Picture,1972,1973,False
1938,"Godfather, The",Nino Rota,Best Original Score - Motion Picture,1972,1973,True
1939,"Poseidon Adventure, The",John Williams,Best Original Score - Motion Picture,1972,1973,False
1940,Frenzy,Ron Goodwin,Best Original Score - Motion Picture,1972,1973,False
1941,"Getaway, The",Quincy Jones,Best Original Score - Motion Picture,1972,1973,False
1942,Lady Sings the Blues,Michel Legrand,Best Original Score - Motion Picture,1972,1973,False
1943,Ben,"Ben, Don Black, Walter Scharf",Best Original Song - Motion Picture,1972,1973,True
1944,Butterflies Are Free,"Carry Me, Bob Alcivar, Randy McNeill",Best Original Song - Motion Picture,1972,1973,False
1945,Deliverance,"Dueling Banjos, Arthur Smith, Eric Weissberg",Best Original Song - Motion Picture,1972,1973,False
1946,"Life and Times of Judge Roy Bean, The","Marmalade, Molasses and Honey, Maurice Jarre, Alan Bergman, Marilyn Bergman",Best Original Song - Motion Picture,1972,1973,False
1947,Cabaret,"Money, John Kander, Fred Ebb",Best Original Song - Motion Picture,1972,1973,False
1948,"Poseidon Adventure, The","Song From The Poseidon Adventure (The Morning After), Al Kasha, Joel Hirschhorn",Best Original Song - Motion Picture,1972,1973,False
1949,Molly and Lawless John,"Take Me Home, Johnny Mandel, Alan Bergman, Marilyn Bergman",Best Original Song - Motion Picture,1972,1973,False
1950,Cabaret,"Mein Herr, John Kander, Fred Ebb",Best Original Song - Motion Picture,1972,1973,False
1951,,Columbo,Best Television Series - Drama,1972,1973,True
1952,,America,Best Television Series - Drama,1972,1973,False
1953,,Mannix,Best Television Series - Drama,1972,1973,False
1954,,Medical Center,Best Television Series - Drama,1972,1973,False
1955,,"Waltons, The",Best Television Series - Drama,1972,1973,False
1956,,All In The Family,Best Television Series - Musical or Comedy,1972,1973,True
1957,,Maude,Best Television Series - Musical or Comedy,1972,1973,False
1958,,The Sonny and Cher Comedy Hour,Best Television Series - Musical or Comedy,1972,1973,False
1959,,M*A*S*H (TV Show),Best Television Series - Musical or Comedy,1972,1973,False
1960,,"Mary Tyler Moore Show, The",Best Television Series - Musical or Comedy,1972,1973,False
1961,Mannix,Gail Fisher,Best Performance by an Actress In A Television Series - Drama,1972,1973,True
1962,"Delphi Bureau, The",Anne Jeffreys,Best Performance by an Actress In A Television Series - Drama,1972,1973,False
1963,"Waltons, The",Michael Learned,Best Performance by an Actress In A Television Series - Drama,1972,1973,False
1964,"Mod Squad, The",Peggy Lipton,Best Performance by an Actress In A Television Series - Drama,1972,1973,False
1965,McMillan and Wife,Susan St. James,Best Performance by an Actress In A Television Series - Drama,1972,1973,False
1966,"Waltons, The",Ellen Corby,Best Performance by an Actress In A Television Series - Drama,1972,1973,False
1967,Columbo,Peter Falk,Best Performance by an Actor In A Television Series - Drama,1972,1973,True
1968,Mannix,Mike Connors,Best Performance by an Actor In A Television Series - Drama,1972,1973,False
1969,Cannon,William Conrad,Best Performance by an Actor In A Television Series - Drama,1972,1973,False
1970,Medical Center,Chad Everett,Best Performance by an Actor In A Television Series - Drama,1972,1973,False
1971,"Bold Ones: The New Doctors, The",David Hartman,Best Performance by an Actor In A Television Series - Drama,1972,1973,False
1972,"Marcus Welby, M.D.",Robert Young,Best Performance by an Actor In A Television Series - Drama,1972,1973,False
1973,All In The Family,Jean Stapleton,Best Performance by an Actress in a Television Series - Musical or Comedy,1972,1973,True
1974,"Mary Tyler Moore Show, The",Mary Tyler Moore,Best Performance by an Actress in a Television Series - Musical or Comedy,1972,1973,False
1975,"Julie Andrews Hour, The",Julie Andrews,Best Performance by an Actress in a Television Series - Musical or Comedy,1972,1973,False
1976,Maude,Beatrice Arthur,Best Performance by an Actress in a Television Series - Musical or Comedy,1972,1973,False
1977,"Carol Burnett Show, The",Carol Burnett,Best Performance by an Actress in a Television Series - Musical or Comedy,1972,1973,False
1978,Sanford and Son,Redd Foxx,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,True
1979,M*A*S*H (TV Show),Alan Alda,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,False
1980,"New Bill Cosby Show, The",Bill Cosby,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,False
1981,"Paul Lynde Show, The",Paul Lynde,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,False
1982,All In The Family,Carroll O'Connor,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,False
1983,"Flip Wilson Show, The",Flip Wilson,Best Performance by an Actor in a Television Series - Musical or Comedy,1972,1973,False
1984,Rowan & Martin's Laugh-In,Ruth Buzzi,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,True
1985,"Partridge Family, The",Susan Dey,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1986,"Mary Tyler Moore Show, The",Valerie Harper,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1987,"Carol Burnett Show, The",Vicki Lawrence,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1988,Bridget Loves Bernie,Audra Lindley,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1989,All In The Family,Sally Struthers,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1990,"Marcus Welby, M.D.",Elena Verdugo,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1991,"Marcus Welby, M.D.",James Brolin,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,True
1992,All In The Family,Rob Reiner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1993,"Mary Tyler Moore Show, The",Ed Asner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1994,"Mary Tyler Moore Show, The",Ted Knight,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1995,"Carol Burnett Show, The",Harvey Korman,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1972,1973,False
1996,,Samuel Goldwyn,Cecil B. deMille Award,1972,1973,False
1997,Lady Sings the Blues,Diana Ross,New Star Of The Year - Actress,1972,1973,True
1998,You'll Like My Mother,Sian Barbara Allen,New Star Of The Year - Actress,1972,1973,False
1999,Cabaret,Marisa Berenson,New Star Of The Year - Actress,1972,1973,False
2000,"Great Waltz, The",Mary Costa,New Star Of The Year - Actress,1972,1973,False
2001,"What's Up, Doc?",Madeline Kahn,New Star Of The Year - Actress,1972,1973,False
2002,"Life and Times of Judge Roy Bean, The",Victoria Principal,New Star Of The Year - Actress,1972,1973,False
2003,Butterflies Are Free,Edward Albert,New Star Of The Year - Actor,1972,1973,True
2004,When The Legends Die,Frederic Forrest,New Star Of The Year - Actor,1972,1973,False
2005,Sounder,Kevin Hooks,New Star Of The Year - Actor,1972,1973,False
2006,Slaughterhouse Five,Michael Sacks,New Star Of The Year - Actor,1972,1973,False
2007,Young Winston,Simon Ward,New Star Of The Year - Actor,1972,1973,False
2008,,"Life of Leonardo Da Vinci, The",Television Special - Variety Or Musical,1972,1973,True
2009,,Cousteau: The Forgotten Mermaids,Television Special - Variety Or Musical,1972,1973,False
2010,,Look Homeward Angel,Television Special - Variety Or Musical,1972,1973,False
2011,,1972 Summer Olympics,Television Special - Variety Or Musical,1972,1973,False
2012,,"Search for the Nile, The",Television Special - Variety Or Musical,1972,1973,False
2013,,That Certain Summer,Television Movie,1972,1973,True
2014,,"Glass House, The",Television Movie,1972,1973,False
2015,,Kung Fu,Television Movie,1972,1973,False
2016,,"War of Children, A",Television Movie,1972,1973,False
2017,,Footsteps,Television Movie,1972,1973,False
2018,"Emigrants, The","Sweden, Jan Troell",Foreign Film - Foreign Language,1972,1973,True
2019,"New Land, The","Sweden, Jan Troell",Foreign Film - Foreign Language,1972,1973,True
2020,Cries and Whispers,"Sweden, Ingmar Bergman",Foreign Film - Foreign Language,1972,1973,False
2021,"Discreet Charm of the Bourgeoisie, The","France, Luis Buñuel",Foreign Film - Foreign Language,1972,1973,False
2022, Roma (1972),"Italy, Federico Fellini",Foreign Film - Foreign Language,1972,1973,False
2023,Mirage,"Peru, Armando Robles Godoy",Foreign Film - Foreign Language,1972,1973,False
2024,Young Winston,"United Kingdom, Richard Attenborough",Foreign Film - English Language,1972,1973,True
2025,"Ruling Class, The","United Kingdom, Peter Medak",Foreign Film - English Language,1972,1973,False
2026,Images,"United Kingdom, Robert Altman",Foreign Film - English Language,1972,1973,False
2027,Living Free,"United Kingdom, Jack Couffer",Foreign Film - English Language,1972,1973,False
2028,"X, Y & Zee","United Kingdom, Brian Hutton",Foreign Film - English Language,1972,1973,False
2029,,Marlon Brando,Henrietta Award (World Film Favorites),1972,1973,True
2030,,Jane Fonda,Henrietta Award (World Film Favorites),1972,1973,True
2031,,Elvis on Tour,Documentary,1972,1973,True
2032,,Walls of Fire,Documentary,1972,1973,True
2033,,Marjoe,Documentary,1972,1973,False
2034,,Russia,Documentary,1972,1973,False
2035,,Sapporo Winter Olympics,Documentary,1972,1973,False
2036,,"Exorcist, The",Best Motion Picture - Drama,1973,1974,True
2037,,"Day of the Jackal, The",Best Motion Picture - Drama,1973,1974,False
2038,,Last Tango in Paris,Best Motion Picture - Drama,1973,1974,False
2039,,Save the Tiger,Best Motion Picture - Drama,1973,1974,False
2040,,Serpico,Best Motion Picture - Drama,1973,1974,False
2041,,Cinderella Liberty,Best Motion Picture - Drama,1973,1974,False
2042,,American Graffiti,Best Motion Picture - Musical or Comedy,1973,1974,True
2043,,Jesus Christ Superstar,Best Motion Picture - Musical or Comedy,1973,1974,False
2044,,Paper Moon,Best Motion Picture - Musical or Comedy,1973,1974,False
2045,,Tom Sawyer,Best Motion Picture - Musical or Comedy,1973,1974,False
2046,,"Touch of Class, A",Best Motion Picture - Musical or Comedy,1973,1974,False
2047,Cinderella Liberty,Marsha Mason,Best Performance by an Actress in a Motion Picture - Drama,1973,1974,True
2048,"Exorcist, The",Ellen Burstyn,Best Performance by an Actress in a Motion Picture - Drama,1973,1974,False
2049,"Way We Were, The",Barbra Streisand,Best Performance by an Actress in a Motion Picture - Drama,1973,1974,False
2050,Ash Wednesday,Elizabeth Taylor,Best Performance by an Actress in a Motion Picture - Drama,1973,1974,False
2051,"Summer Wishes, Winter Dreams",Joanne Woodward,Best Performance by an Actress in a Motion Picture - Drama,1973,1974,False
2052,Serpico,Al Pacino,Best Performance by an Actor in a Motion Picture - Drama,1973,1974,True
2053,Electra Glide In Blue,Robert Blake,Best Performance by an Actor in a Motion Picture - Drama,1973,1974,False
2054,Save the Tiger,Jack Lemmon,Best Performance by an Actor in a Motion Picture - Drama,1973,1974,False
2055,Papillon,Steve McQueen,Best Performance by an Actor in a Motion Picture - Drama,1973,1974,False
2056,"Last Detail, The",Jack Nicholson,Best Performance by an Actor in a Motion Picture - Drama,1973,1974,False
2057,"Touch of Class, A",Glenda Jackson,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1973,1974,True
2058,Jesus Christ Superstar,Yvonne Elliman,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1973,1974,False
2059,Charley and The Angel,Cloris Leachman,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1973,1974,False
2060,Paper Moon,Tatum O'Neal,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1973,1974,False
2061,40 Carats,Liv Ullmann,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1973,1974,False
2062,"Touch of Class, A",George Segal,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1973,1974,True
2063,American Graffiti,Richard Dreyfuss,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1973,1974,False
2064,Jesus Christ Superstar,Ted Neeley,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1973,1974,False
2065,Paper Moon,Ryan O'Neal,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1973,1974,False
2066,Jesus Christ Superstar,Carl Anderson,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1973,1974,False
2067,"Exorcist, The",Linda Blair,Best Performance by an Actress in a Supporting Role in any Motion Picture,1973,1974,True
2068,Day for Night,Valentina Cortese,Best Performance by an Actress in a Supporting Role in any Motion Picture,1973,1974,False
2069,Paper Moon,Madeline Kahn,Best Performance by an Actress in a Supporting Role in any Motion Picture,1973,1974,False
2070,"Delicate Balance, A",Kate Reid,Best Performance by an Actress in a Supporting Role in any Motion Picture,1973,1974,False
2071,"Summer Wishes, Winter Dreams",Sylvia Sidney,Best Performance by an Actress in a Supporting Role in any Motion Picture,1973,1974,False
2072,"Paper Chase, The",John Houseman,Best Performance by an Actor in a Supporting Role in any Motion Picture,1973,1974,True
2073,Save the Tiger,Jack Gilford,Best Performance by an Actor in a Supporting Role in any Motion Picture,1973,1974,False
2074,"Last Detail, The",Randy Quaid,Best Performance by an Actor in a Supporting Role in any Motion Picture,1973,1974,False
2075,"Exorcist, The",Max von Sydow,Best Performance by an Actor in a Supporting Role in any Motion Picture,1973,1974,False
2076,"Summer Wishes, Winter Dreams",Martin Balsam,Best Performance by an Actor in a Supporting Role in any Motion Picture,1973,1974,False
2077,"Exorcist, The",William Friedkin,Best Director - Motion Picture,1973,1974,True
2078,Last Tango in Paris,Bernardo Bertolucci,Best Director - Motion Picture,1973,1974,False
2079,Paper Moon,Peter Bogdanovich,Best Director - Motion Picture,1973,1974,False
2080,American Graffiti,George Lucas,Best Director - Motion Picture,1973,1974,False
2081,"Day of the Jackal, The",Fred Zinnemann,Best Director - Motion Picture,1973,1974,False
2082,"Exorcist, The",William Peter Blatty,Best Screenplay - Motion Picture,1973,1974,True
2083,Cinderella Liberty,Darryl Ponicsan,Best Screenplay - Motion Picture,1973,1974,False
2084,"Day of the Jackal, The",Kenneth Ross,Best Screenplay - Motion Picture,1973,1974,False
2085,"Sting, The",David S. Ward,Best Screenplay - Motion Picture,1973,1974,False
2086,"Touch of Class, A",Melvin Frank,Best Screenplay - Motion Picture,1973,1974,False
2087,"West Germany, Maximilian Schell","Pedestrian, The",Best Motion Picture - Foreign Language,1973,1974,True
2088,"Italy, Pietro Germi","Alfredo, Alfredo",Best Motion Picture - Foreign Language,1973,1974,False
2089,"France, François Truffaut",Day for Night,Best Motion Picture - Foreign Language,1973,1974,False
2090,"Israel, Menahem Golan",Kazablan,Best Motion Picture - Foreign Language,1973,1974,False
2091,"France, Constantin Costa-Gavras",State of Siege,Best Motion Picture - Foreign Language,1973,1974,False
2092,Jonathan Livingston Seagull,Neil Diamond,Best Original Score - Motion Picture,1973,1974,True
2093,Breezy,Michel Legrand,Best Original Score - Motion Picture,1973,1974,False
2094,Cinderella Liberty,John Williams,Best Original Score - Motion Picture,1973,1974,False
2095,"Day of the Dolphin, The",Georges Delerue,Best Original Score - Motion Picture,1973,1974,False
2096,O Lucky Man!,Alan Price,Best Original Score - Motion Picture,1973,1974,False
2097,Tom Sawyer,Richard M. Sherman,Best Original Score - Motion Picture,1973,1974,False
2098,"Way We Were, The","Way We Were, The, Marvin Hamlisch, Alan Bergman, Marilyn Bergman",Best Original Song - Motion Picture,1973,1974,True
2099,Breezy,"Breezy's Song, Michel Legrand, Alan Bergman, Marilyn Bergman",Best Original Song - Motion Picture,1973,1974,False
2100,Jonathan Livingston Seagull,"Lonely Looking Sky, Neil Diamond",Best Original Song - Motion Picture,1973,1974,False
2101,Kazablan,"Rosa Rosa, Dov Seltzer, Haim Hefer",Best Original Song - Motion Picture,1973,1974,False
2102,Oklahoma Crude,"Send a Little Love My Way, Henry Mancini, Hal David",Best Original Song - Motion Picture,1973,1974,False
2103,"Touch of Class, A","All That Love Went To Waste, George Barrie, Sammy Cahn",Best Original Song - Motion Picture,1973,1974,False
2104,,"Waltons, The",Best Television Series - Drama,1973,1974,True
2105,,Cannon,Best Television Series - Drama,1973,1974,False
2106,,Columbo,Best Television Series - Drama,1973,1974,False
2107,,Hawkins,Best Television Series - Drama,1973,1974,False
2108,,Mannix,Best Television Series - Drama,1973,1974,False
2109,,Police Story,Best Television Series - Drama,1973,1974,False
2110,,All In The Family,Best Television Series - Musical or Comedy,1973,1974,True
2111,,"Carol Burnett Show, The",Best Television Series - Musical or Comedy,1973,1974,False
2112,,"Mary Tyler Moore Show, The",Best Television Series - Musical or Comedy,1973,1974,False
2113,,Sanford and Son,Best Television Series - Musical or Comedy,1973,1974,False
2114,,The Sonny and Cher Comedy Hour,Best Television Series - Musical or Comedy,1973,1974,False
2115,"Blue Knight, The",Lee Remick,Best Performance by an Actress In A Television Series - Drama,1973,1974,True
2116,"Waltons, The",Michael Learned,Best Performance by an Actress In A Television Series - Drama,1973,1974,False
2117,Emergency,Julie London,Best Performance by an Actress In A Television Series - Drama,1973,1974,False
2118,General Hospital,Emily McLaughlin,Best Performance by an Actress In A Television Series - Drama,1973,1974,False
2119,McMillan and Wife,Susan St. James,Best Performance by an Actress In A Television Series - Drama,1973,1974,False
2120,Hawkins,James Stewart,Best Performance by an Actor In A Television Series - Drama,1973,1974,True
2121,Kung Fu,David Carradine,Best Performance by an Actor In A Television Series - Drama,1973,1974,False
2122,Mannix,Mike Connors,Best Performance by an Actor In A Television Series - Drama,1973,1974,False
2123,Columbo,Peter Falk,Best Performance by an Actor In A Television Series - Drama,1973,1974,False
2124,"Waltons, The",Richard Thomas,Best Performance by an Actor In A Television Series - Drama,1973,1974,False
2125,"Marcus Welby, M.D.",Robert Young,Best Performance by an Actor In A Television Series - Drama,1973,1974,False
2126,The Sonny and Cher Comedy Hour,Cher,Best Performance by an Actress in a Television Series - Musical or Comedy,1973,1974,True
2127,All In The Family,Jean Stapleton,Best Performance by an Actress in a Television Series - Musical or Comedy,1973,1974,True
2128,Maude,Beatrice Arthur,Best Performance by an Actress in a Television Series - Musical or Comedy,1973,1974,False
2129,"Carol Burnett Show, The",Carol Burnett,Best Performance by an Actress in a Television Series - Musical or Comedy,1973,1974,False
2130,"Mary Tyler Moore Show, The",Mary Tyler Moore,Best Performance by an Actress in a Television Series - Musical or Comedy,1973,1974,False
2131,"Odd Couple, The (1970)",Jack Klugman,Best Performance by an Actor in a Television Series - Musical or Comedy,1973,1974,True
2132,M*A*S*H (TV Show),Alan Alda,Best Performance by an Actor in a Television Series - Musical or Comedy,1973,1974,False
2133,Lotsa Luck,Dom De Luise,Best Performance by an Actor in a Television Series - Musical or Comedy,1973,1974,False
2134,Sanford and Son,Redd Foxx,Best Performance by an Actor in a Television Series - Musical or Comedy,1973,1974,False
2135,All In The Family,Carroll O'Connor,Best Performance by an Actor in a Television Series - Musical or Comedy,1973,1974,False
2136,"Waltons, The",Ellen Corby,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,True
2137,Mannix,Gail Fisher,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2138,"Mary Tyler Moore Show, The",Valerie Harper,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2139,All In The Family,Sally Struthers,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2140,M*A*S*H (TV Show),Loretta Swit,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2141,M*A*S*H (TV Show),McLean Stevenson,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,True
2142,"Mary Tyler Moore Show, The",Ed Asner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2143,"Waltons, The",Will Geer,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2144,"Carol Burnett Show, The",Harvey Korman,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2145,Hawkins,Strother Martin,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2146,All In The Family,Rob Reiner,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1973,1974,False
2147,,Bette Davis,Cecil B. deMille Award,1973,1974,False
2148,Paper Moon,Tatum O'Neal,New Star Of The Year - Actress,1973,1974,True
2149,"Exorcist, The",Linda Blair,New Star Of The Year - Actress,1973,1974,False
2150,Breezy,Kay Lenz,New Star Of The Year - Actress,1973,1974,False
2151,Dillinger,Michelle Phillips,New Star Of The Year - Actress,1973,1974,False
2152,Time To Run,Barbara Sigel,New Star Of The Year - Actress,1973,1974,False
2153,American Graffiti,Paul Le Mat,New Star Of The Year - Actor,1973,1974,True
2154,Cinderella Liberty,Kirk Calloway,New Star Of The Year - Actor,1973,1974,False
2155,Jesus Christ Superstar,Ted Neeley,New Star Of The Year - Actor,1973,1974,False
2156,Jesus Christ Superstar,Carl Anderson,New Star Of The Year - Actor,1973,1974,False
2157,Jeremy,Robby Benson,New Star Of The Year - Actor,1973,1974,False
2158,,Marlon Brando,Henrietta Award (World Film Favorites),1973,1974,True
2159,,Elizabeth Taylor,Henrietta Award (World Film Favorites),1973,1974,True
2160,,Visions of Eight,Documentary,1973,1974,True
2161,,Love,Documentary,1973,1974,False
2162,,"Movies That Made Us, The",Documentary,1973,1974,False
2163,,"Second Gun, The",Documentary,1973,1974,False
2164,,Wattstax,Documentary,1973,1974,False
2165,,Chinatown,Best Motion Picture - Drama,1974,1975,True
2166,,"Conversation, The",Best Motion Picture - Drama,1974,1975,False
2167,,Earthquake,Best Motion Picture - Drama,1974,1975,False
2168,,"Godfather Part II, The",Best Motion Picture - Drama,1974,1975,False
2169,,"Woman Under The Influence, A",Best Motion Picture - Drama,1974,1975,False
2170,,The Longest Yard,Best Motion Picture - Musical or Comedy,1974,1975,True
2171,,Harry & Tonto,Best Motion Picture - Musical or Comedy,1974,1975,False
2172,,"Little Prince, The",Best Motion Picture - Musical or Comedy,1974,1975,False
2173,,"Three Musketeers, The",Best Motion Picture - Musical or Comedy,1974,1975,False
2174,,"Front Page, The",Best Motion Picture - Musical or Comedy,1974,1975,False
2175,"Woman Under The Influence, A",Gena Rowlands,Best Performance by an Actress in a Motion Picture - Drama,1974,1975,True
2176,Chinatown,Faye Dunaway,Best Performance by an Actress in a Motion Picture - Drama,1974,1975,False
2177,Lenny,Valerie Perrine,Best Performance by an Actress in a Motion Picture - Drama,1974,1975,False
2178,Scenes From a Marriage,Liv Ullmann,Best Performance by an Actress in a Motion Picture - Drama,1974,1975,False
2179,Alice Doesn't Live Here Anymore,Ellen Burstyn,Best Performance by an Actress in a Motion Picture - Drama,1974,1975,False
2180,Chinatown,Jack Nicholson,Best Performance by an Actor in a Motion Picture - Drama,1974,1975,True
2181,"Gambler, The",James Caan,Best Performance by an Actor in a Motion Picture - Drama,1974,1975,False
2182,"Conversation, The",Gene Hackman,Best Performance by an Actor in a Motion Picture - Drama,1974,1975,False
2183,Lenny,Dustin Hoffman,Best Performance by an Actor in a Motion Picture - Drama,1974,1975,False
2184,"Godfather Part II, The",Al Pacino,Best Performance by an Actor in a Motion Picture - Drama,1974,1975,False
2185,"Three Musketeers, The",Raquel Welch,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1974,1975,True
2186,Mame,Lucille Ball,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1974,1975,False
2187,Claudine,Diahann Carroll,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1974,1975,False
2188,Herbie Rides Again,Helen Hayes,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1974,1975,False
2189,Young Frankenstein,Cloris Leachman,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1974,1975,False
2190,Harry & Tonto,Art Carney,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1974,1975,True
2191,The Longest Yard,Burt Reynolds,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1974,1975,False
2192,Claudine,James Earl Jones,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1974,1975,False
2193,"Front Page, The",Jack Lemmon,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1974,1975,False
2194,"Front Page, The",Walter Matthau,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1974,1975,False
2195,"Great Gatsby, The",Karen Black,Best Performance by an Actress in a Supporting Role in any Motion Picture,1974,1975,True
2196,Mame,Beatrice Arthur,Best Performance by an Actress in a Supporting Role in any Motion Picture,1974,1975,False
2197,The Towering Inferno,Jennifer Jones,Best Performance by an Actress in a Supporting Role in any Motion Picture,1974,1975,False
2198,Young Frankenstein,Madeline Kahn,Best Performance by an Actress in a Supporting Role in any Motion Picture,1974,1975,False
2199,Alice Doesn't Live Here Anymore,Diane Ladd,Best Performance by an Actress in a Supporting Role in any Motion Picture,1974,1975,False
2200,The Towering Inferno,Fred Astaire,Best Performance by an Actor in a Supporting Role in any Motion Picture,1974,1975,True
2201,The Longest Yard,Eddie Albert,Best Performance by an Actor in a Supporting Role in any Motion Picture,1974,1975,False
2202,"Great Gatsby, The",Bruce Dern,Best Performance by an Actor in a Supporting Role in any Motion Picture,1974,1975,False
2203,Chinatown,John Huston,Best Performance by an Actor in a Supporting Role in any Motion Picture,1974,1975,False
2204,"Great Gatsby, The",Sam Waterston,Best Performance by an Actor in a Supporting Role in any Motion Picture,1974,1975,False
2205,Chinatown,Roman Polanski,Best Director - Motion Picture,1974,1975,True
2206,"Woman Under The Influence, A",John Cassavetes,Best Director - Motion Picture,1974,1975,False
2207,"Conversation, The",Francis Ford Coppola,Best Director - Motion Picture,1974,1975,False
2208,"Godfather Part II, The",Francis Ford Coppola,Best Director - Motion Picture,1974,1975,False
2209,Lenny,Bob Fosse,Best Director - Motion Picture,1974,1975,False
2210,Chinatown,Robert Towne,Best Screenplay - Motion Picture,1974,1975,True
2211,"Conversation, The",Francis Ford Coppola,Best Screenplay - Motion Picture,1974,1975,False
2212,"Godfather Part II, The",Francis Ford Coppola,Best Screenplay - Motion Picture,1974,1975,False
2213,The Towering Inferno,Stirling Silliphant,Best Screenplay - Motion Picture,1974,1975,False
2214,"Woman Under The Influence, A",John Cassavetes,Best Screenplay - Motion Picture,1974,1975,False
2215,"Sweden, Ingmar Bergman",Scenes From a Marriage,Best Motion Picture - Foreign Language,1974,1975,True
2216,"Italy, Federico Fellini",Amarcord,Best Motion Picture - Foreign Language,1974,1975,False
2217,"Canada, Ted Kotcheff","Apprenticeship of Duddy Kravitz, The",Best Motion Picture - Foreign Language,1974,1975,False
2218,"France, Louis Malle",Lacombe Lucien,Best Motion Picture - Foreign Language,1974,1975,False
2219,"France, Gérard Oury","Mad Adventures of 'Rabbi' Jacob, The",Best Motion Picture - Foreign Language,1974,1975,False
2220,"Little Prince, The","Alan Jay Lerner, Frederick Loewe",Best Original Score - Motion Picture,1974,1975,True
2221,Chinatown,Jerry Goldsmith,Best Original Score - Motion Picture,1974,1975,False
2222,Earthquake,John Williams,Best Original Score - Motion Picture,1974,1975,False
2223,"Godfather Part II, The",Carmine Coppola,Best Original Score - Motion Picture,1974,1975,False
2224,Phantom of the Paradise,Paul Williams,Best Original Score - Motion Picture,1974,1975,False
2225,Benji,"Benji's Theme (I Feel Love), Euel Box, Betty Box",Best Original Song - Motion Picture,1974,1975,True
