,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
27632,tt0108065,In cerca di Bobby Fischer,1993,"Biography, Drama",USA,7.4,"$7,266,383",95.0,43.0
27634,tt0108069,The Secret Adventures of Tom Thumb,1993,"Animation, Adventure, Sci-Fi",UK,7.2,"$70,441",12.0,12.0
27636,tt0108071,Il giardino segreto,1993,"Drama, Family, Fantasy","UK, USA",7.3,"$31,181,347",113.0,29.0
27637,tt0108074,Se diu ying hung: Dung sing sai jau,1993,"Action, Comedy, Fantasy",Hong Kong,7.1,"$311,461",10.0,16.0
27643,tt0108101,Viaggio in Inghilterra,1993,"Biography, Drama, Romance",UK,7.3,"$25,842,377",96.0,25.0
27645,tt0108122,America oggi,1993,"Comedy, Drama",USA,7.7,"$6,110,979",147.0,62.0
27647,tt0108135,Silent Tongue,1993,"Drama, Horror, Western","France, Netherlands, UK, USA",5.3,"$61,274",22.0,10.0
27653,tt0108147,Sister Act 2 - Più svitata che mai,1993,"Comedy, Family, Music",USA,5.6,"$57,319,029",97.0,20.0
27654,tt0108148,Siu nin Wong Fei Hung chi: Tit ma lau,1993,"Action, Crime, Drama",Hong Kong,7.5,"$14,694,904",127.0,123.0
27655,tt0108149,6 gradi di separazione,1993,"Comedy, Drama, Mystery",USA,6.8,"$6,405,918",106.0,38.0
27658,tt0108160,Insonnia d'amore,1993,"Comedy, Drama, Romance",USA,6.8,"$227,927,165",252.0,86.0
27659,tt0108162,Sliver,1993,"Drama, Thriller",USA,5.1,"$116,300,000",82.0,52.0
27663,tt0108171,One Shot One Kill - A colpo sicuro,1993,"Action, Thriller, War",USA,6.1,"$18,994,653",69.0,26.0
27666,tt0108174,Mia moglie è una pazza assassina?,1993,"Comedy, Romance",USA,6.4,"$11,585,483",134.0,45.0
27671,tt0108185,Sommersby,1993,"Drama, Mystery, Romance","France, USA",6.2,"$140,081,992",58.0,25.0
27672,tt0108186,"Mamma, ho trovato un fidanzato",1993,"Comedy, Drama, Romance",USA,5.8,"$36,448,400",61.0,17.0
27673,tt0108187,Il figlio della pantera rosa,1993,"Comedy, Crime","Italy, USA",3.9,"$2,438,031",47.0,23.0
27674,tt0108188,Sonatine,1993,"Action, Comedy, Crime",Japan,7.5,"$58,834",78.0,69.0
27678,tt0108207,Duca si nasce!,1993,"Comedy, Crime",UK,5.6,"$3,246,063",40.0,23.0
27679,tt0108211,Stalingrad,1993,"Drama, War",Germany,7.5,"$152,972",163.0,31.0
27683,tt0108234,Street Knight,1993,"Action, Crime, Drama",USA,5.4,"$841,015",16.0,9.0
27685,tt0108238,Impatto imminente,1993,"Action, Crime, Mystery",USA,5.9,"$24,107,867",101.0,40.0
27689,tt0108255,Super Mario Bros.,1993,"Adventure, Comedy, Family","UK, USA, Japan, France",4.1,"$20,915,465",336.0,51.0
27692,tt0108258,Guerrieri del surf,1993,"Action, Adventure, Comedy",USA,5.1,"$4,916,135",67.0,10.0
27693,tt0108260,Suture,1993,"Drama, Thriller",USA,6.6,"$102,780",35.0,32.0
27696,tt0108265,Swing Kids - Giovani ribelli,1993,"Drama, Music",USA,6.8,"$5,632,086",118.0,15.0
27701,tt0108281,Tai gik Cheung Sam Fung,1993,"Action, Comedy, Drama",Hong Kong,7.2,"$652,527",55.0,46.0
27706,tt0108293,To hok wai lung III: Lung gwoh gai nin,1993,"Comedy, Crime, Mystery",Hong Kong,6.3,"$3,332,127",3.0,9.0
27708,tt0108308,Tartarughe Ninja III,1993,"Action, Adventure, Comedy","USA, Hong Kong",4.8,"$42,273,609",95.0,68.0
27710,tt0108311,Maledetta ambizione,1993,"Drama, Thriller",USA,5.3,"$6,419,876",27.0,23.0
27713,tt0108320,I ribelli,1994,"Comedy, Drama",USA,6.5,"$123,509",34.0,6.0
27714,tt0108328,Trentadue piccoli film su Glenn Gould,1993,"Biography, Drama, Music","Canada, Netherlands, Portugal, Finland",7.4,"$1,319,521",29.0,26.0
27716,tt0108330,Voglia di ricominciare,1993,"Biography, Drama",USA,7.3,"$4,104,962",90.0,45.0
27717,tt0108333,I tre moschettieri,1993,"Action, Adventure, Comedy","Austria, UK, USA",6.4,"$53,898,845",163.0,38.0
27718,tt0108334,Tre di cuori,1993,"Comedy, Romance",USA,5.5,"$5,516,936",10.0,14.0
27728,tt0108358,Tombstone,1993,"Action, Biography, Drama",USA,7.8,"$56,505,065",509.0,94.0
27731,tt0108366,Totally F***ed Up,1993,"Comedy, Drama, Romance",USA,6.4,"$101,071",15.0,19.0
27736,tt0108388,The Trial,1993,"Drama, Thriller",UK,6.0,"$119,267",17.0,12.0
27737,tt0108394,Tre colori - Film blu,1993,"Drama, Music, Mystery","France, Poland, Switzerland",7.9,"$1,324,974",201.0,115.0
27738,tt0108395,Le avventure di Stanley,1994,"Animation, Adventure, Comedy","Ireland, USA",5.4,"$71,368",37.0,6.0
27739,tt0108399,Una vita al massimo,1993,"Crime, Drama, Romance","USA, France",7.9,"$13,092,264",546.0,142.0
27740,tt0108405,Tsuki wa dotchi ni dete iru,1993,Comedy,Japan,6.8,"$6,616",2.0,1.0
27742,tt0108410,Un pezzo da 20,1993,"Comedy, Drama",USA,6.3,"$89,558",27.0,16.0
27751,tt0108451,Qualcuno da amare,1993,"Drama, Romance",USA,6.8,"$18,898,806",87.0,23.0
27755,tt0108473,The Vanishing - Scomparsa,1993,"Drama, Horror, Mystery",USA,6.3,"$14,543,394",130.0,50.0
27761,tt0108500,I visitatori,1993,"Comedy, Fantasy",France,7.1,"$659,810",83.0,17.0
27764,tt0108517,Warlock - L'angelo dell'apocalisse,1993,"Action, Fantasy, Horror",USA,5.4,"$3,902,679",51.0,42.0
27766,tt0108525,Fusi di testa 2 - Waynestock,1993,"Comedy, Music",USA,6.2,"$48,198,564",93.0,46.0
27767,tt0108526,We're Back! - Quattro dinosauri a New York,1993,"Animation, Adventure, Comedy",USA,6.1,"$9,317,021",37.0,17.0
27769,tt0108539,Weekend con il morto 2,1993,"Adventure, Comedy, Fantasy",USA,4.9,"$12,741,891",54.0,14.0
27771,tt0108550,Buon compleanno Mr. Grape,1993,Drama,USA,7.8,"$10,032,765",352.0,90.0
27772,tt0108551,Tina - What's Love Got to Do with It,1993,"Biography, Drama, Music",USA,7.3,"$39,100,956",68.0,21.0
27775,tt0108557,Il grande fiume del Nord,1993,Drama,USA,6.6,"$595,505",12.0,4.0
27778,tt0108560,Who's the Man?,1993,"Comedy, Drama, Mystery",USA,5.4,"$11,299,730",9.0,7.0
27779,tt0108565,Fiamme di passione,1993,"Drama, Romance, Thriller",Australia,5.7,"$1,614,784",27.0,11.0
27781,tt0108569,Triangolo di fuoco,1993,"Comedy, Fantasy",USA,5.6,"$84,859",20.0,10.0
27789,tt0108596,Ricordando Hemingway,1993,"Drama, Romance",USA,7.0,"$278,720",44.0,14.0
27809,tt0108649,Zero Patience,1993,Musical,"Canada, UK",6.0,"$217,300",18.0,13.0
27813,tt0108656,Crime Story,1993,"Action, Crime, Drama",Hong Kong,6.8,"$3,741,869",28.0,49.0
27824,tt0109015,I nuovi mini ninja,1994,"Action, Comedy, Family","USA, Japan",4.6,"$11,798,854",28.0,7.0
27826,tt0109021,Otto secondi di gloria,1994,"Biography, Drama, Sport",USA,6.6,"$19,623,396",42.0,16.0
27831,tt0109035,Above the Rim,1994,"Crime, Drama, Sport",USA,6.6,"$16,192,320",34.0,16.0
27832,tt0109040,Ace Ventura - L'acchiappanimali,1994,Comedy,USA,6.9,"$107,217,396",295.0,80.0
27834,tt0109045,Priscilla - La regina del deserto,1994,"Comedy, Music",Australia,7.4,"$11,224,491",150.0,63.0
27838,tt0109067,Che aria tira lassù?,1994,"Comedy, Family, Sport",USA,5.5,"$21,011,318",28.0,8.0
27839,tt0109068,Airheads - Una band da lanciare,1994,"Comedy, Crime, Music",USA,6.1,"$5,751,882",91.0,40.0
27845,tt0109093,Amateur,1994,"Comedy, Crime, Drama","USA, UK, France",6.9,"$757,088",36.0,38.0
27853,tt0109120,Andre - Un amico con le pinne,1994,"Adventure, Drama, Family",USA,5.7,"$16,820,893",27.0,19.0
27856,tt0109127,Angels,1994,"Comedy, Family, Fantasy",USA,6.2,"$50,236,831",64.0,23.0
27865,tt0109190,Baby Birba - Un giorno in libertà,1994,"Adventure, Comedy, Crime",USA,6.1,"$16,827,402",93.0,26.0
27869,tt0109198,Bad Girls,1994,"Action, Adventure, Romance",USA,5.2,"$15,240,435",47.0,26.0
27871,tt0109206,Bandit Queen,1994,"Biography, Crime, Drama","UK, India",7.6,"$399,748",30.0,44.0
27872,tt0109217,Bar Girls,1994,Drama,USA,4.7,"$573,953",17.0,11.0
27873,tt0109219,Barcelona,1994,"Comedy, Drama, Romance",USA,7.0,"$7,266,973",51.0,43.0
27874,tt0109226,Scelte proibite,1994,Drama,USA,5.3,"$73,956",4.0,6.0
27880,tt0109254,Beverly Hills Cop III - Un piedipiatti a Beverly Hills III,1994,"Action, Comedy, Crime",USA,5.6,"$119,208,989",145.0,48.0
27881,tt0109255,Tutti lo vogliono,1994,Comedy,Germany,6.5,"$468,930",22.0,20.0
27887,tt0109277,Sailor Moon S the Movie: Il Cristallo del cuore,1994,"Animation, Action, Comedy",Japan,7.7,"$167,849",18.0,7.0
27888,tt0109279,Black Beauty,1994,"Adventure, Drama, Family","UK, USA",6.6,"$4,630,377",65.0,20.0
27889,tt0109287,Ho trovato un milione di dollari,1994,"Comedy, Crime, Family",USA,5.3,"$30,577,969",56.0,17.0
27890,tt0109288,Un eroe fatto in casa,1994,"Action, Comedy, Crime",USA,5.0,"$7,941,977",28.0,16.0
27891,tt0109297,Occhi nelle tenebre,1993,"Crime, Drama, Mystery",USA,6.2,"$16,696,219",39.0,29.0
27893,tt0109303,Blown Away - Follia esplosiva,1994,"Action, Crime, Drama",USA,6.3,"$30,156,002",81.0,43.0
27894,tt0109305,Basta vincere,1994,"Drama, Sport",USA,6.2,"$23,070,663",29.0,21.0
27895,tt0109306,Blue Sky,1994,"Drama, Romance",USA,6.4,"$3,359,465",37.0,33.0
27901,tt0109327,Brainscan - Il gioco della morte,1994,"Comedy, Horror, Sci-Fi","UK, USA",6.1,"$4,352,094",91.0,68.0
27905,tt0109340,I ricordi di Abbey,1994,Drama,UK,7.2,"$487,391",31.0,19.0
27907,tt0109348,Pallottole su Broadway,1994,"Comedy, Crime",USA,7.4,"$13,383,747",90.0,67.0
27908,tt0109352,Il sogno di Kate,1994,"Comedy, Romance","UK, France, Germany, Spain",5.5,"$7,556",9.0,3.0
27915,tt0109361,Crociera fuori programma,1994,"Adventure, Comedy, Romance",USA,5.4,"$3,662,459",94.0,40.0
27919,tt0109369,Vacanze a modo nostro,1994,"Adventure, Comedy, Family",USA,6.1,"$10,475,705",41.0,10.0
27920,tt0109370,Operazione Canadian Bacon,1995,Comedy,"USA, Canada",6.0,"$163,971",129.0,28.0
27923,tt0109376,Una volante tutta matta,1994,Comedy,USA,2.5,"$1,238,080",36.0,11.0
27926,tt0109382,Caro diario,1993,"Biography, Comedy, Drama","Italy, France",7.3,"$2,856",25.0,30.0
27933,tt0109402,Sesso e fuga con l'ostaggio,1994,"Action, Adventure, Comedy",USA,5.9,"$7,924,955",85.0,22.0
27934,tt0109403,Una bionda sotto scorta,1994,"Action, Comedy, Drama",USA,5.2,"$1,596,687",28.0,20.0
27938,tt0109417,China Moon - Luna di sangue,1994,"Crime, Drama, Mystery",USA,6.3,"$3,038,499",55.0,23.0
27939,tt0109424,Hong Kong Express,1994,"Comedy, Crime, Drama",Hong Kong,8.1,"$630,512",188.0,94.0
27942,tt0109439,Scappo dalla città 2,1994,Comedy,USA,5.6,"$43,622,150",50.0,15.0
27945,tt0109443,Amnesia investigativa,1994,"Comedy, Mystery",USA,5.7,"$7,355,425",22.0,13.0
27946,tt0109444,Sotto il segno del pericolo,1994,"Action, Crime, Drama","USA, Mexico",6.9,"$215,887,717",151.0,54.0
27947,tt0109445,Clerks - Commessi,1994,Comedy,USA,7.7,"$3,151,130",649.0,138.0
27948,tt0109446,Il cliente,1994,"Crime, Drama, Mystery",USA,6.8,"$117,615,211",112.0,50.0
27949,tt0109447,Ma chi me l'ha fatto fare!,1994,Comedy,USA,5.5,"$7,408,745",94.0,18.0
27952,tt0109450,Cobb,1994,"Biography, Drama, Sport",USA,6.4,"$1,007,583",62.0,25.0
27953,tt0109454,Il colonnello chabert,1994,"Drama, History, Romance",France,6.9,"$464,284",11.0,15.0
27954,tt0109456,Il colore della notte,1994,"Mystery, Romance, Thriller",USA,5.2,"$19,726,050",125.0,63.0
27958,tt0109480,Poliziotti a domicilio,1994,"Comedy, Crime, Thriller",USA,5.2,"$11,391,093",27.0,14.0
27959,tt0109484,Una moglie per papà,1994,"Comedy, Drama, Romance",USA,6.6,"$20,164,171",54.0,21.0
27961,tt0109493,Sonny & Pepper. Due irresistibili cowboy,1994,"Action, Comedy, Crime",USA,6.0,"$20,280,016",30.0,21.0
27965,tt0109504,Crooklyn,1994,"Comedy, Drama",USA,7.0,"$13,642,861",48.0,35.0
27966,tt0109506,Il corvo - The Crow,1994,"Action, Drama, Fantasy",USA,7.6,"$50,693,129",609.0,150.0
27971,tt0109520,Piccoli grandi eroi,1994,"Comedy, Drama, Family",USA,6.1,"$45,610,410",49.0,20.0
27975,tt0109529,Dance Me Outside,1994,"Comedy, Drama",Canada,7.1,"$66,229",20.0,8.0
27990,tt0109575,Death Machine,1994,"Action, Horror, Sci-Fi","UK, Japan",5.7,"$3,129,045",55.0,32.0
27992,tt0109578,Il giustiziere della notte 5,1994,"Action, Crime, Drama","Canada, USA",4.9,"$1,702,394",92.0,48.0
27993,tt0109579,La morte e la fanciulla,1994,"Drama, Mystery, Thriller","UK, France",7.3,"$3,103,716",80.0,61.0
27995,tt0109592,Dellamorte Dellamore,1994,"Comedy, Horror","Italy, France, Germany",7.2,"$253,986",178.0,160.0
27996,tt0109593,Il delta di Venere,1995,Drama,USA,4.7,"$63,174",19.0,16.0
28005,tt0109635,Rivelazioni,1994,"Drama, Thriller",USA,6.1,"$214,015,089",105.0,64.0
28006,tt0109642,L'ultima eclissi,1995,"Crime, Drama, Mystery",USA,7.4,"$24,361,867",184.0,45.0
28008,tt0109655,Double Happiness,1994,"Drama, Romance",Canada,7.0,"$759,393",23.0,20.0
28011,tt0109665,Incubo d'amore,1993,"Drama, Mystery, Thriller",USA,6.2,"$256,264",33.0,19.0
28012,tt0109675,Drop Squad,1994,Drama,USA,4.8,"$734,693",14.0,4.0
28013,tt0109676,Omicidio nel vuoto,1994,"Action, Adventure, Thriller",USA,5.6,"$28,735,315",51.0,28.0
28014,tt0109678,Jui kuen III,1994,"Action, Adventure","Hong Kong, China",5.1,"$915,496",5.0,6.0
28015,tt0109683,Azzardo mortale,1994,"Action, Drama",Hong Kong,6.8,"$6,796,978",15.0,13.0
28017,tt0109686,Scemo & più scemo,1994,Comedy,USA,7.3,"$247,275,374",474.0,94.0
28018,tt0109688,Ashes of Time,1994,"Action, Drama","Hong Kong, Taiwan",7.2,"$1,977,198",50.0,129.0
28021,tt0109702,L'eau froide,1994,Drama,France,7.1,"$30,209",8.0,16.0
28023,tt0109707,Ed Wood,1994,"Biography, Comedy, Drama",USA,7.8,"$5,887,457",464.0,155.0
28027,tt0109731,L'inferno,1994,"Crime, Drama, Thriller",France,7.1,"$39,003",28.0,28.0
28036,tt0109751,Etz Hadomim Tafus,1994,Drama,Israel,6.5,"$53,532",1.0,8.0
28037,tt0109758,Exit to Eden,1994,"Comedy, Crime, Romance",USA,4.3,"$6,841,570",68.0,17.0
28038,tt0109759,Exotica,1994,Drama,Canada,7.0,"$4,221,036",95.0,47.0
28044,tt0109771,Farinelli - Voce regina,1994,"Biography, Drama, Music","France, Italy, Belgium, UK",6.8,"$1,600,226",39.0,23.0
28046,tt0109781,Faust,1994,"Animation, Comedy, Drama","Czech Republic, France, UK, Germany",7.4,"$2,117,923",27.0,24.0
28047,tt0109783,A letto con l'amico,1994,"Comedy, Romance",USA,5.2,"$3,134,381",19.0,13.0
28049,tt0109785,Senza futuro,1994,"Crime, Drama",USA,6.3,"$514,775",7.0,9.0
28051,tt0109788,Fei zhou chao ren,1994,Comedy,Hong Kong,4.0,"$212,285",6.0,2.0
28055,tt0109798,"Eloise, la figlia di d'Artagnan",1994,"Action, Adventure, Comedy",France,5.8,"$11,600,000",22.0,13.0
28062,tt0109813,I Flintstones,1994,"Comedy, Family, Fantasy",USA,4.9,"$341,631,208",114.0,48.0
28063,tt0109816,Floundering,1994,Comedy,USA,5.9,"$20,031",22.0,6.0
28064,tt0109823,For the Moment,1993,"Romance, War, Drama",Canada,6.0,"$121,548",15.0,6.0
28066,tt0109830,Forrest Gump,1994,"Drama, Romance",USA,8.8,"$678,229,452",2416.0,169.0
28067,tt0109831,Quattro matrimoni e un funerale,1994,"Comedy, Drama, Romance",UK,7.0,"$245,700,832",240.0,80.0
28069,tt0109835,Frank e Jesse,1994,"Biography, Western",USA,5.8,"$50,004",21.0,4.0
28070,tt0109836,Frankenstein di Mary Shelley,1994,"Drama, Horror, Romance","USA, Japan, UK",6.4,"$112,006,296",276.0,98.0
28071,tt0109838,Freaked - sgorbi,1993,"Comedy, Sci-Fi",USA,6.4,"$29,296",77.0,62.0
28073,tt0109842,Fresh,1994,"Crime, Drama, Thriller","USA, France",7.6,"$8,094,616",97.0,35.0
28078,tt0109890,Getaway,1994,"Action, Adventure, Crime","USA, Japan",5.8,"$30,057,974",59.0,26.0
28083,tt0109906,Il distintivo di vetro,1994,"Crime, Drama","France, USA",6.2,"$3,291,163",18.0,23.0
28085,tt0109913,Go Fish,1994,"Comedy, Drama, Romance",USA,5.6,"$2,405,285",32.0,19.0
28087,tt0109917,Golden Gate,1993,"Crime, Drama",USA,5.2,"$395,105",11.0,5.0
28088,tt0109920,Alla ricerca dello stregone,1994,Comedy,"South Africa, USA",5.0,"$2,308,390",16.0,13.0
28093,tt0109936,Caro zio Joe,1994,Comedy,USA,6.3,"$13,137,484",41.0,22.0
28096,tt0109949,Guantanamera,1995,"Comedy, Drama","Cuba, Spain, Germany",6.9,"$903,840",13.0,25.0
28097,tt0109951,"Cara, insopportabile Tess",1994,"Comedy, Drama",USA,6.2,"$27,058,304",53.0,26.0
28099,tt0109959,Gunmen - Banditi,1993,"Action, Comedy, Crime","USA, Mexico",5.3,"$3,411,885",27.0,24.0
28109,tt0110005,Creature del cielo,1994,"Biography, Crime, Drama","New Zealand, Germany",7.3,"$3,049,135",279.0,109.0
28110,tt0110006,Pesi massimi,1995,"Comedy, Drama, Family",USA,6.7,"$17,689,177",72.0,19.0
28111,tt0110008,Pom Poko,1994,"Animation, Comedy, Drama",Japan,7.3,"$1,252,335",69.0,71.0
28115,tt0110027,Highlander 3,1994,"Action, Fantasy, Romance","UK, France, Canada",4.5,"$12,303,080",84.0,44.0
28120,tt0110044,Marito a sorpresa,1994,"Comedy, Crime",USA,5.2,"$713,234",13.0,6.0
28125,tt0110054,La leggenda del drago rosso,1994,"Action, Adventure, Comedy",Hong Kong,6.4,"$2,038,602",38.0,16.0
28127,tt0110064,House Party 3,1994,"Comedy, Music, Romance",USA,4.7,"$19,281,235",15.0,6.0
28128,tt0110066,Scappa e vinci,1995,Comedy,USA,6.0,"$26,325,256",43.0,12.0
28130,tt0110073,Wong Fei Hung chi neung: Lung shing chim pa,1994,Action,Hong Kong,6.1,"$3,560,742",2.0,7.0
28131,tt0110074,Mister Hula Hoop,1994,"Comedy, Drama, Fantasy","UK, Germany, USA",7.2,"$2,816,518",229.0,99.0
28134,tt0110081,Vivere!,1994,"Drama, War","China, Hong Kong",8.3,"$2,332,728",99.0,27.0
28136,tt0110091,Così mi piace,1994,"Comedy, Drama, Romance",USA,6.9,"$1,760,527",15.0,12.0
28137,tt0110093,Inviati molto speciali,1994,"Action, Comedy, Romance",USA,5.3,"$30,806,194",37.0,29.0
28138,tt0110097,Una figlia in carriera,1994,"Comedy, Drama",USA,5.5,"$10,424,645",19.0,15.0
28139,tt0110099,Genio per amore,1994,"Comedy, Romance",USA,6.2,"$26,381,221",81.0,33.0
28143,tt0110115,Crimini immaginari,1994,"Biography, Drama",USA,6.4,"$89,611",15.0,11.0
28144,tt0110116,Amata immortale,1994,"Biography, Drama, Music","UK, USA",7.4,"$9,914,409",129.0,36.0
28147,tt0110123,Operazione Desert Storm,1994,"Comedy, War",USA,5.0,"$28,881,266",34.0,11.0
28151,tt0110137,The Inkwell,1994,"Comedy, Drama, Romance",USA,6.5,"$8,880,705",12.0,10.0
28155,tt0110148,Intervista col vampiro,1994,"Drama, Horror",USA,7.5,"$223,664,608",466.0,67.0
28159,tt0110167,Può succedere anche a te,1994,"Comedy, Drama, Romance",USA,6.4,"$37,939,757",90.0,38.0
28160,tt0110168,Una lunga pazza estate,1994,"Comedy, Family",USA,5.6,"$70,936",34.0,11.0
28161,tt0110169,It's Pat: The Movie,1994,Comedy,USA,2.7,"$60,822",122.0,12.0
28165,tt0110186,Amicizie pericolose,1994,"Crime, Drama, Romance",USA,6.6,"$20,851,521",22.0,14.0
28166,tt0110189,Gangster per gioco,1995,"Comedy, Crime",USA,4.9,"$7,557,877",43.0,13.0
28167,tt0110197,Jimmy Hollywood,1994,"Crime, Comedy, Drama",USA,5.3,"$3,783,003",20.0,17.0
28174,tt0110213,Mowgli - Il libro della giungla,1994,"Adventure, Family, Romance",USA,6.0,"$43,229,904",47.0,23.0
28176,tt0110216,Junior,1994,"Comedy, Romance, Sci-Fi",USA,4.6,"$108,431,355",90.0,43.0
28187,tt0110259,Killer,1994,"Crime, Drama, Romance","UK, Canada, USA",6.1,"$297,415",13.0,13.0
28190,tt0110265,Killing Zoe,1993,"Crime, Thriller","France, USA",6.5,"$418,961",101.0,40.0
28200,tt0110296,Ladybird Ladybird,1994,Drama,UK,7.4,"$152,457",20.0,14.0
28202,tt0110305,Lassie,1994,"Family, Adventure",USA,5.9,"$9,979,683",20.0,11.0
28204,tt0110308,L'ultima seduzione,1994,"Crime, Drama, Romance","UK, USA",7.0,"$5,842,603",139.0,79.0
28208,tt0110322,Vento di passioni,1994,"Drama, Romance, War",USA,7.5,"$160,638,883",407.0,68.0
28210,tt0110329,Leprechaun 2,1994,"Comedy, Fantasy, Horror",USA,4.6,"$2,260,622",89.0,45.0
28215,tt0110353,Jack colpo di fulmine,1994,"Comedy, Western","USA, Australia",5.6,"$16,821,273",24.0,13.0
28217,tt0110357,The Lion King,1994,"Animation, Adventure, Drama",USA,8.5,"$968,511,805",1028.0,228.0
28220,tt0110363,Un lavoro da grande,1994,"Comedy, Family, Sport",USA,6.1,"$12,267,790",29.0,10.0
28221,tt0110364,Piccoli campioni,1994,"Comedy, Family, Sport",USA,6.4,"$19,306,362",48.0,10.0
28222,tt0110366,Piccole canaglie,1994,"Comedy, Family, Romance",USA,6.3,"$67,308,282",62.0,14.0
28223,tt0110367,Piccole donne,1994,"Drama, Family, Romance","USA, Canada",7.3,"$50,083,616",177.0,45.0
28224,tt0110374,Loaded,1994,"Drama, Thriller, Mystery","New Zealand, UK",4.6,"$44,231",12.0,10.0
28228,tt0110391,Love Affair - Un grande amore,1994,"Comedy, Drama, Romance",USA,6.0,"$18,272,894",46.0,14.0
28230,tt0110395,Love e una .45,1994,"Crime, Romance, Thriller",USA,6.1,"$35,200",42.0,16.0
28231,tt0110399,Detective Shame: indagine ad alto rischio,1994,"Action, Comedy, Crime",USA,6.0,"$29,392,418",30.0,9.0
28232,tt0110400,The Low Life,1995,Drama,USA,6.0,"$45,436",21.0,4.0
28233,tt0110405,Lucky Break,1994,"Comedy, Romance",Australia,6.2,"$151,068",3.0,9.0
28236,tt0110413,Léon,1994,"Action, Crime, Drama","France, USA",8.5,"$19,552,639",1214.0,140.0
28239,tt0110428,La pazzia di Re Giorgio,1994,"Biography, Comedy, Drama",UK,7.2,"$15,238,689",61.0,44.0
28242,tt0110442,Major League - La rivincita,1994,"Comedy, Sport",USA,5.6,"$30,626,182",54.0,20.0
28243,tt0110443,Il maggiore Payne,1995,"Adventure, Comedy, Family",USA,6.3,"$30,112,050",64.0,17.0
28245,tt0110455,Un uomo senza importanza,1994,"Comedy, Drama","Ireland, UK",6.7,"$920,916",12.0,17.0
28250,tt0110475,The Mask - Da zero a mito,1994,"Action, Comedy, Crime",USA,6.9,"$351,583,407",291.0,75.0
28251,tt0110476,Master i Margarita,2006,"Drama, Fantasy",Russia,6.6,"$2,139,115",3.0,3.0
28252,tt0110478,Maverick,1994,"Action, Adventure, Comedy",USA,7.0,"$183,031,272",126.0,49.0
28262,tt0110516,Lezioni di anatomia,1994,"Comedy, Romance",USA,5.6,"$18,137,661",52.0,20.0
28263,tt0110518,Una fortuna dal cielo,1994,Comedy,USA,5.6,"$1,220,842",12.0,1.0
28268,tt0110527,Miracolo nella 34ª strada,1994,"Family, Fantasy",USA,6.5,"$46,264,384",95.0,44.0
28272,tt0110538,Agenzia salvagente,1994,"Comedy, Drama",USA,5.5,"$6,821,850",123.0,26.0
28275,tt0110557,Il mio amico zampalesta,1994,"Adventure, Comedy, Crime","Japan, USA",5.3,"$16,453,258",21.0,12.0
28278,tt0110570,Il mostro,1994,"Comedy, Crime, Mystery","Italy, France",7.5,"$638,645",32.0,17.0
28282,tt0110588,Mrs. Parker e il circolo vizioso,1994,"Biography, Drama","USA, Canada",6.4,"$2,144,667",47.0,27.0
28284,tt0110598,Le nozze di Muriel,1994,"Comedy, Drama","Australia, France",7.2,"$15,482,277",174.0,59.0
28285,tt0110604,Gli occhi del testimone,1995,"Crime, Thriller","Russia, Germany",6.7,"$1,125,910",64.0,49.0
28286,tt0110612,Ma dov'è andata la mia bambina?,1994,"Comedy, Romance","France, USA",5.5,"$25,479,558",47.0,17.0
28287,tt0110613,Il mio primo bacio,1994,"Comedy, Drama, Family",USA,5.3,"$17,359,799",44.0,17.0
28288,tt0110620,Nadja,1994,"Drama, Horror",USA,6.1,"$443,169",46.0,33.0
28289,tt0110622,Una pallottola spuntata 33 1/3 - L'insulto finale,1994,"Comedy, Crime",USA,6.5,"$51,132,598",105.0,57.0
28290,tt0110623,Vado a vivere a New York,1993,"Comedy, Romance",USA,5.6,"$1,038,959",15.0,11.0
28292,tt0110632,Assassini nati - Natural Born Killers,1994,"Action, Crime, Drama",USA,7.3,"$50,282,766",639.0,161.0
28294,tt0110638,Nell,1994,Drama,USA,6.5,"$106,683,817",93.0,33.0
28298,tt0110649,New age - Nuove tendenze,1994,"Comedy, Drama",USA,5.6,"$245,217",17.0,10.0
28300,tt0110657,Karate Kid 4,1994,"Action, Drama, Family",USA,4.4,"$15,876,353",96.0,33.0
28310,tt0110678,Fuga da Absolom,1994,"Action, Drama, Sci-Fi",USA,6.1,"$15,339,030",66.0,37.0
28311,tt0110684,La vita a modo mio,1994,"Comedy, Drama",USA,7.4,"$39,491,975",105.0,53.0
28312,tt0110687,Genitori cercasi,1994,"Adventure, Comedy, Drama",USA,4.5,"$7,182,747",115.0,24.0
28313,tt0110689,Nostradamus,1994,"Biography, Drama","France, UK, Germany, Romania",5.8,"$364,164",18.0,10.0
28317,tt0110712,D'amore e ombra,1994,"Drama, Romance, Thriller","USA, Argentina",5.1,"$1,181,182",15.0,8.0
28319,tt0110722,Oleanna,1994,"Drama, Thriller","UK, USA",6.6,"$124,693",107.0,27.0
28321,tt0110725,Sfida tra i ghiacci,1994,"Action, Adventure, Thriller",USA,4.6,"$38,590,458",152.0,66.0
28322,tt0110729,Once Were Warriors - Una volta erano guerrieri,1994,"Crime, Drama",New Zealand,7.9,"$1,608,570",298.0,62.0
28324,tt0110737,Only You - Amore a prima vista,1994,"Comedy, Romance","USA, Italy",6.5,"$20,059,210",98.0,25.0
