,imdb_id,movie_title,year_released,genre,country,avg_vote,worldwide_gross_income,reviews_from_users,reviews_from_critics
74516,tt4379728,San ren xing,2016,"Action, Crime, Thriller","Hong Kong, China",5.9,"$15,121,228",8.0,44.0
74517,tt4379800,Chu dai chiu fung,2016,"Crime, Drama","Hong Kong, China",6.9,"$977,033",9.0,18.0
74519,tt4381236,The Greasy Strangler,2016,"Comedy, Horror",USA,5.7,"$67,427",87.0,112.0
74522,tt4382824,"Io, Dio e Bin Laden",2016,"Biography, Comedy",USA,5.1,"$372,194",53.0,37.0
74523,tt4382872,Extraction,2015,"Action, Thriller","USA, UK, Canada",4.1,"$710,636",93.0,33.0
74524,tt4383288,"Polina, danser sa vie",2016,Drama,France,6.7,"$1,000,474",9.0,33.0
74525,tt4383594,Una vita da gatto,2016,"Comedy, Drama, Family","France, China, Canada",5.3,"$57,814,445",135.0,122.0
74526,tt4384088,Ikari,2016,"Drama, Mystery, Thriller",Japan,7.1,"$13,521,593",15.0,14.0
74528,tt4384242,Pataas,2015,"Action, Comedy",India,6.7,INR 287000000,4.0,1.0
74531,tt4385888,Le donne della mia vita,2016,"Comedy, Drama",USA,7.3,"$7,214,806",112.0,227.0
74534,tt4386684,31st October,2015,"Action, Drama, History",India,5.9,"$6,940",6.0,9.0
74535,tt4387040,Airlift,2016,"Drama, History",India,8.0,"$9,323,484",211.0,40.0
74538,tt4389006,Fiore gemello,2018,Drama,Italy,6.1,"$13,062",3.0,17.0
74539,tt4391852,Una voce interiore,2015,"Comedy, Drama",Turkey,6.0,"$1,792,433",3.0,2.0
74540,tt4392438,La passion d'Augustine,2015,Drama,Canada,7.3,"$133,929",4.0,11.0
74542,tt4392726,Hua li shang ban zu,2015,"Comedy, Musical, Romance","China, Hong Kong",6.1,"$8,290,521",3.0,32.0
74543,tt4392770,Always Shine,2016,"Drama, Horror, Mystery",USA,5.6,"$17,102",26.0,50.0
74554,tt4399594,Fitoor,2016,"Drama, Romance",India,5.4,"$3,454,709",48.0,33.0
74556,tt4399952,The Lodgers - Non infrangere le regole,2017,"Drama, Horror, Mystery",Ireland,5.1,"$916,727",106.0,78.0
74557,tt4400028,Se permetti non parlarmi di bambini!,2015,"Comedy, Romance","Argentina, Spain",6.4,"$4,114,621",2.0,11.0
74558,tt4400038,Mister Chocolat,2016,"Biography, Drama",France,7.0,"$15,291,827",13.0,66.0
74559,tt4400058,Babysitting 2,2015,Comedy,France,6.4,"$24,563,629",3.0,16.0
74560,tt4400086,Vendeur,2016,"Comedy, Drama",France,5.9,"$350,965",1.0,6.0
74561,tt4400174,Appena apro gli occhi - Canto per la libertà,2015,"Drama, Music","Tunisia, France, Belgium, United Arab Emirates, Switzerland",6.8,"$50,721",3.0,45.0
74562,tt4400360,Meu Amigo Hindu,2015,Drama,Brazil,5.8,"$97,713",1.0,60.0
74563,tt4400994,The Ballad of Lefty Brown,2017,"Action, Drama, Western",USA,6.3,"$7,856",79.0,35.0
